,T89,TSL
0,0.5312654923977428,0.5149362880597551
1,0.5457134259772544,0.5204961903163168
2,0.7743853413324943,0.6790230882247223
3,0.45229867778682364,0.44486266379826456
4,0.5538380250719592,0.5403174456904226
5,0.5988122905099228,0.5856311073347811
6,0.5861648642949011,0.5600280517587078
7,0.5480086850201361,0.5377424685861744
8,0.5549136892879993,0.5438831983952197
9,0.7320885433291178,0.6612539068204287
10,0.4798695147153784,0.46758305763743696
11,0.5857234768680513,0.5829499871832459
12,0.1819022135058092,0.19617317512500976
13,0.5760869157217872,0.5545005398414666
14,0.3476304547036216,0.348792638599012
15,0.36975540656782474,0.3755993725629312
16,0.3687980309711629,0.3719861323638354
17,0.47546113304665283,0.46945713360369695
18,0.20112128681691865,0.21657711815505512
19,0.5437846870726788,0.5203276250337648
20,0.4146280653979915,0.41369604338327043
21,0.5243071786517872,0.508270183851056
22,0.42617509155724154,0.4223038305794435
23,0.5119175041639422,0.5037266732202188
24,0.6512877421265789,0.6097806024607669
25,0.4616411901593226,0.45272502704922907
26,0.5086640382008214,0.49369215222381474
27,0.5761443686964045,0.5594252499280845
28,0.6182240337030545,0.5787243589625845
29,0.5065430569735975,0.4992658208199194
30,0.16945929371350016,0.1851269962371847
31,0.1896619464179941,0.20190674476209525
32,0.4231165199183426,0.4211587251008669
33,0.7486150606315174,0.689722716851275
34,0.5616635045677197,0.5348670105494928
35,0.762022039834831,0.6776679817777382
36,0.5262336861088969,0.507188255587903
37,0.5923650458377177,0.5769380463445632
38,0.3401705915563958,0.342498592723798
39,0.5209857582339207,0.5156709334737004
40,0.6292177736935834,0.6220019275153629
41,0.41514788749096676,0.4131092410886623
42,0.4359331531749213,0.43074838967635604
43,0.400855197855257,0.4024041928284327
44,0.4769816508032996,0.4728466149847815
45,0.37043625085251236,0.3783930390127335
46,0.5892776770745901,0.5690080810308545
47,0.6019683981541889,0.5844485660768619
48,0.5280833601668625,0.5107917332770028
49,0.6109301606156174,0.5936992985224963
50,0.4446994575874704,0.44228086325095683
51,0.3857861575214954,0.3870991738597032
52,0.5281928581455321,0.5202030239260782
53,0.49548533568273695,0.4897098619266566
54,0.5855566053761649,0.5639644146577153
55,0.5557809523350113,0.533407016957683
56,0.48078037502293147,0.4734078190937238
57,0.6090048306340387,0.6090471999549669
58,0.182551289500935,0.19567839469980777
59,0.18036072621191923,0.19377829864491616
60,0.6037228659878666,0.5952617412358449
61,0.6468306847986777,0.597111980791241
62,0.5122108960631553,0.5033096848928987
63,0.6156235845497472,0.5953446458543741
64,0.5077122760691068,0.4996330446968329
65,0.5280831132859742,0.5072571787172746
66,0.5953651860770183,0.586581827020612
67,0.4599909596687768,0.4602397288569296
68,0.730933512440517,0.6710719092134632
69,0.616656046115629,0.5857838436758546
70,0.6168393607591278,0.5815310324030282
71,0.6150999501842953,0.5743878215011553
72,0.5448453056438692,0.5468139981845507
73,0.445291368957933,0.439765382384136
74,0.5792684258639259,0.5664901554640458
75,0.638415313947726,0.5915702280345916
76,0.5793865389542564,0.5478448924852904
77,0.6166304046101878,0.57926743743962
78,0.5375637207038428,0.5224766072443523
79,0.5494097278967193,0.5348291327325687
80,0.591857000125832,0.5560068163233491
81,0.675693880201415,0.6465425176860878
82,0.4808155296017965,0.47272209588752495
83,0.5463715516109924,0.5213746725488125
84,0.5492823087919658,0.5291417160281671
85,0.5592201534263561,0.5469399432371255
86,0.7552891345734939,0.738830494282865
87,0.5609611539552697,0.6559347341449985
88,0.5401829628337618,0.5240266115371829
89,0.5380570949043335,0.5270004088789576
90,0.5828508504081122,0.5570826816149002
91,0.5519667196279863,0.5311356468936187
92,0.7627713811826694,0.6828243281415138
93,0.495602447742458,0.48552464392061884
94,0.5601065511755325,0.5375130033689935
95,0.4103242178021709,0.40530277222958394
96,0.4246491206336006,0.4172532373138192
97,0.47478800264962345,0.4736118006181818
98,0.5857183787841956,0.5718511099232956
99,0.5325303740080175,0.5129788484512477
100,0.4872719832400405,0.4816155996424782
101,0.6000648886473606,0.5703432995337394
102,0.5886311180685265,0.5625495328594201
103,0.5934446702563931,0.5602413655457138
104,0.4954166286569603,0.48600288853147544
105,0.5358498130044901,0.5151871853113443
106,0.48696731546541994,0.47481730304190667
107,0.30191796054606934,0.30713839584384767
108,0.5502719586171141,0.5245997074365775
109,0.18733824032750335,0.19987918003899377
110,0.4671615059872807,0.4671657712306927
111,0.6606989911699445,0.6208988747348276
112,0.55135770133945,0.5357629677946103
113,0.5777814796109553,0.557073420331251
114,0.4856246022435945,0.47313193654778635
115,0.5941139842877702,0.5767776425189817
116,0.6084498597920002,0.5742503458828072
117,0.5533702544692463,0.5302026821112875
118,0.4452438830375855,0.4465856327694848
119,0.4089849621204758,0.40492151920043645
120,0.4122555144665892,0.42047058957335776
